question,create_table,sql,table_name
"Which Females (%) has an HIV awareness (males%) larger than 92, and Females Rank larger than 2, and Males Rank smaller than 3?","CREATE TABLE 2-14768306-1 (
  ""Males_Rank"" TEXT,
  ""Females_Rank"" TEXT,
  ""State"" TEXT,
  ""HIV_awareness__males__"" TEXT,
  ""Females____"" TEXT
);","SELECT SUM(""Females____"") FROM 2-14768306-1 WHERE ""HIV_awareness__males__"" > 92 AND ""Females_Rank"" > 2 AND ""Males_Rank"" < 3",2-14768306-1
Name the opponent for week 12,"CREATE TABLE 1-14418812-1 (
  ""Week"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Time___ET__"" TEXT,
  ""TV"" TEXT,
  ""Result"" TEXT,
  ""Record"" TEXT,
  ""Game_Site"" TEXT
);","SELECT ""Opponent"" FROM 1-14418812-1 WHERE ""Week"" = 12",1-14418812-1
On what day was Game 48 played?,"CREATE TABLE 2-17342287-6 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Score"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT ""Date"" FROM 2-17342287-6 WHERE ""Game"" = 48",2-17342287-6
When it is season 10 who are the writers?,"CREATE TABLE 1-20967430-3 (
  ""Ep_"" TEXT,
  ""Season"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Original_air_date"" TEXT,
  ""Prod__Code"" TEXT
);","SELECT ""Written_by"" FROM 1-20967430-3 WHERE ""Season"" = 10",1-20967430-3
What city has a building ranked greater than 15 with floors greater than 43?,"CREATE TABLE 2-13538796-4 (
  ""Rank"" TEXT,
  ""Name"" TEXT,
  ""Height__m__ft_"" TEXT,
  ""Floors"" TEXT,
  ""Year___est__"" TEXT,
  ""City"" TEXT
);","SELECT ""City"" FROM 2-13538796-4 WHERE ""Rank"" > 15 AND ""Floors"" > 43",2-13538796-4
What the highest position when there is 28 against?,"CREATE TABLE 1-15331868-1 (
  ""Position"" TEXT,
  ""Team"" TEXT,
  ""Points"" TEXT,
  ""Played"" TEXT,
  ""Won"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""For"" TEXT,
  ""Against"" TEXT,
  ""Difference"" TEXT
);","SELECT MAX(""Position"") FROM 1-15331868-1 WHERE ""Against"" = 28",1-15331868-1
"Which Staying councillors have a New council of 7, and a Previous council larger than 8?","CREATE TABLE 2-17215289-1 (
  ""Party"" TEXT,
  ""Previous_council"" TEXT,
  ""Staying_councillors"" TEXT,
  ""Seats_up_for_election"" TEXT,
  ""Election_result"" TEXT,
  ""New_council"" TEXT
);","SELECT AVG(""Staying_councillors"") FROM 2-17215289-1 WHERE ""New_council"" = 7 AND ""Previous_council"" > 8",2-17215289-1
"What are the smallest goals with wins smaller than 16, and a Draws larger than 14?","CREATE TABLE 2-12109851-6 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT MIN(""Goals_against"") FROM 2-12109851-6 WHERE ""Wins"" < 16 AND ""Draws"" > 14",2-12109851-6
What is the highest total number?,"CREATE TABLE 1-14330096-4 (
  ""Total_"" TEXT,
  ""Series_"" TEXT,
  ""Title"" TEXT,
  ""Writer"" TEXT,
  ""Director"" TEXT,
  ""Original_air_date"" TEXT
);","SELECT MAX(""Total_"") FROM 1-14330096-4",1-14330096-4
What was the score of Match 2?,"CREATE TABLE 2-11873099-17 (
  ""Match"" TEXT,
  ""Date"" TEXT,
  ""Competition_or_tour"" TEXT,
  ""Ground"" TEXT,
  ""Opponent"" TEXT,
  ""Score1"" TEXT
);","SELECT ""Score1"" FROM 2-11873099-17 WHERE ""Match"" = 2",2-11873099-17
What is the number of touchdowns with the average is less than 2.6?,"CREATE TABLE 2-14609625-6 (
  ""Player"" TEXT,
  ""Attempts"" TEXT,
  ""Yards"" TEXT,
  ""Average"" TEXT,
  ""Long"" TEXT,
  ""Touchdowns"" TEXT
);","SELECT COUNT(""Touchdowns"") FROM 2-14609625-6 WHERE ""Average"" < 2.6",2-14609625-6
What is the smallest amount of points had a lost number of 2 when the position was less than 1?,"CREATE TABLE 2-15349635-2 (
  ""Position"" TEXT,
  ""Team"" TEXT,
  ""Points"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Against"" TEXT,
  ""Difference"" TEXT
);","SELECT MIN(""Points"") FROM 2-15349635-2 WHERE ""Lost"" = 2 AND ""Position"" < 1",2-15349635-2
Who has a larger than 70.99 km2?,"CREATE TABLE 2-1104439-1 (
  ""Province"" TEXT,
  ""Comune"" TEXT,
  ""Population__inh__"" TEXT,
  ""Area__km__"" TEXT,
  ""Total__km__"" TEXT
);","SELECT ""Comune"" FROM 2-1104439-1 WHERE ""Total__km__"" > 70.99",2-1104439-1
Name the incumbent for first elected 1958,"CREATE TABLE 1-1341577-22 (
  ""District"" TEXT,
  ""Incumbent"" TEXT,
  ""Party"" TEXT,
  ""First_elected"" TEXT,
  ""Result"" TEXT,
  ""Candidates"" TEXT
);","SELECT ""Incumbent"" FROM 1-1341577-22 WHERE ""First_elected"" = 1958",1-1341577-22
"Which Rank has a Goals smaller than 76, and a Matches larger than 270?","CREATE TABLE 2-1590321-62 (
  ""Rank"" TEXT,
  ""Name"" TEXT,
  ""Years"" TEXT,
  ""Matches"" TEXT,
  ""Goals"" TEXT
);","SELECT SUM(""Rank"") FROM 2-1590321-62 WHERE ""Goals"" < 76 AND ""Matches"" > 270",2-1590321-62
What regular season result had an average attendance less than 942?,"CREATE TABLE 2-1185387-1 (
  ""Year"" TEXT,
  ""League"" TEXT,
  ""Reg__Season"" TEXT,
  ""Playoffs"" TEXT,
  ""Avg__attendance"" TEXT
);","SELECT ""Reg__Season"" FROM 2-1185387-1 WHERE ""Avg__attendance"" < 942",2-1185387-1
What is the highest average for teams ranked higher than 9?,"CREATE TABLE 2-1873992-2 (
  ""Rank"" TEXT,
  ""Team"" TEXT,
  ""Games"" TEXT,
  ""Total"" TEXT,
  ""Avg_"" TEXT
);","SELECT MAX(""Avg_"") FROM 2-1873992-2 WHERE ""Rank"" > 9",2-1873992-2
"What is the lowest ends lost when the stolen ends for is less than 13, and stolten ends against is 6?","CREATE TABLE 2-16684420-2 (
  ""Country"" TEXT,
  ""Skip"" TEXT,
  ""Ends_Won"" TEXT,
  ""Ends_Lost"" TEXT,
  ""Blank_Ends_F_A"" TEXT,
  ""Stolen_Ends_For"" TEXT,
  ""Stolen_Ends_Against"" TEXT,
  ""Shot__"" TEXT
);","SELECT MIN(""Ends_Lost"") FROM 2-16684420-2 WHERE ""Stolen_Ends_For"" < 13 AND ""Stolen_Ends_Against"" = 6",2-16684420-2
Which Mascot has an Enrollment of 640?,"CREATE TABLE 2-18974097-16 (
  ""School"" TEXT,
  ""Location"" TEXT,
  ""Mascot"" TEXT,
  ""Enrollment"" TEXT,
  ""IHSAA_Class"" TEXT,
  ""IHSAA_Football_Class"" TEXT,
  ""County"" TEXT
);","SELECT ""Mascot"" FROM 2-18974097-16 WHERE ""Enrollment"" = 640",2-18974097-16
Which Bronze has a Gold smaller than 0?,"CREATE TABLE 2-11155038-4 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT AVG(""Bronze"") FROM 2-11155038-4 WHERE ""Gold"" < 0",2-11155038-4
When did construction start on the Power station with a net MWE of 1190,"CREATE TABLE 1-143352-1 (
  ""AGR_Power_Station"" TEXT,
  ""Net_MWe"" TEXT,
  ""Construction_started"" TEXT,
  ""Connected_to_grid"" TEXT,
  ""Commercial_operation"" TEXT,
  ""Accounting_closure_date"" TEXT
);","SELECT MIN(""Construction_started"") FROM 1-143352-1 WHERE ""Net_MWe"" = 1190",1-143352-1
"1950 larger than 80, and a 1960 of 196, and a 1990 larger than 131 what is the lowest 1996[2]?","CREATE TABLE 2-1404891-1 (
  ""_1950"" TEXT,
  ""_1960"" TEXT,
  ""_1970"" TEXT,
  ""_1980"" TEXT,
  ""_1990"" TEXT,
  ""_1996_2_"" TEXT
);","SELECT MIN(""_1996_2_"") FROM 2-1404891-1 WHERE ""_1950"" > 80 AND ""_1960"" = 196 AND ""_1990"" > 131",2-1404891-1
What is the average number of top-10s for the major with 2 top-25s and fewer than 10 cuts made?,"CREATE TABLE 2-1516564-12 (
  ""Tournament"" TEXT,
  ""Wins"" TEXT,
  ""Top_5"" TEXT,
  ""Top_10"" TEXT,
  ""Top_25"" TEXT,
  ""Events"" TEXT,
  ""Cuts_made"" TEXT
);","SELECT AVG(""Top_10"") FROM 2-1516564-12 WHERE ""Top_25"" = 2 AND ""Cuts_made"" < 10",2-1516564-12
what is the total number of played when the goals for is more than 34 and goals against is more than 63?,"CREATE TABLE 2-12091337-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT COUNT(""Played"") FROM 2-12091337-2 WHERE ""Goals_for"" > 34 AND ""Goals_against"" > 63",2-12091337-2
What is the lowest total with an all around of 10 and a rope higher than 10?,"CREATE TABLE 2-18170681-5 (
  ""Place"" TEXT,
  ""Name"" TEXT,
  ""All_Around"" TEXT,
  ""Rope"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""Total"") FROM 2-18170681-5 WHERE ""All_Around"" = 10 AND ""Rope"" > 10",2-18170681-5
"Loses of 2, and a Pos. smaller than 2 had how many highest matches?","CREATE TABLE 2-13841481-3 (
  ""Pos_"" TEXT,
  ""Matches"" TEXT,
  ""Wins"" TEXT,
  ""Loses"" TEXT,
  ""Results"" TEXT,
  ""Points"" TEXT,
  ""Diff_"" TEXT
);","SELECT MAX(""Matches"") FROM 2-13841481-3 WHERE ""Loses"" = 2 AND ""Pos_"" < 2",2-13841481-3
This constellation with a ranking of 51 has how many percentages on record?,"CREATE TABLE 1-177766-1 (
  ""Rank"" TEXT,
  ""Family"" TEXT,
  ""Abbre_viation"" TEXT,
  ""Constellation"" TEXT,
  ""Area__sq_deg__"" TEXT,
  ""Area__msr_"" TEXT,
  ""Per_cent_age"" TEXT,
  ""Right_ascension__hm_"" TEXT,
  ""Decli_nation__dm_"" TEXT,
  ""Quad"" TEXT
);","SELECT COUNT(""Per_cent_age"") FROM 1-177766-1 WHERE ""Rank"" = 51",1-177766-1
What is the NFL club with a pick less than 74 and a round greater than 2?,"CREATE TABLE 2-17963395-2 (
  ""Player"" TEXT,
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Position"" TEXT,
  ""NFL_Club"" TEXT
);","SELECT ""NFL_Club"" FROM 2-17963395-2 WHERE ""Pick"" < 74 AND ""Round"" > 2",2-17963395-2
What was the speed of the rider that earned 1 point?,"CREATE TABLE 2-10638654-4 (
  ""Place"" TEXT,
  ""Rider"" TEXT,
  ""Country"" TEXT,
  ""Machine"" TEXT,
  ""Speed"" TEXT,
  ""Time"" TEXT,
  ""Points"" TEXT
);","SELECT ""Speed"" FROM 2-10638654-4 WHERE ""Points"" = 1",2-10638654-4
What type had an election day in 1980,"CREATE TABLE 1-1602620-1 (
  ""Office"" TEXT,
  ""Type"" TEXT,
  ""Location"" TEXT,
  ""Elected"" TEXT,
  ""Term_began"" TEXT,
  ""Term_ended"" TEXT
);","SELECT ""Type"" FROM 1-1602620-1 WHERE ""Elected"" = 1980",1-1602620-1
In how many importing nations is 10 3 m 3 /day (2006) equivalent to 150? ,"CREATE TABLE 1-23195-7 (
  ""_"" TEXT,
  ""Importing_Nation"" TEXT,
  ""_10_3_bbl_day__2011_"" TEXT,
  ""_10_3_m_3__day__2011_"" TEXT,
  ""_10_3_bbl_day__2009_"" TEXT,
  ""_10_3_m_3__day__2009_"" TEXT,
  ""_10_3_bbl_day__2006_"" TEXT,
  ""_10_3_m_3__day__2006_"" TEXT
);","SELECT COUNT(""Importing_Nation"") FROM 1-23195-7 WHERE ""_10_3_m_3__day__2006_"" = 150",1-23195-7
"What is the lowest value for 1960, when the value for 2000 is less than 8.4, when the value for 1950 is greater than 3.5, and when the value for 1990 is less than 3.3?","CREATE TABLE 2-16234875-1 (
  ""Region"" TEXT,
  ""_1950"" TEXT,
  ""_1960"" TEXT,
  ""_1970"" TEXT,
  ""_1980"" TEXT,
  ""_1990"" TEXT,
  ""_2000"" TEXT
);","SELECT MIN(""_1960"") FROM 2-16234875-1 WHERE ""_2000"" < 8.4 AND ""_1950"" > 3.5 AND ""_1990"" < 3.3",2-16234875-1
"What is Position, when Overall is less than 590, and when Round is 3?","CREATE TABLE 2-16224770-4 (
  ""Player"" TEXT,
  ""Position"" TEXT,
  ""Round"" TEXT,
  ""Overall"" TEXT,
  ""MLB_Team"" TEXT
);","SELECT ""Position"" FROM 2-16224770-4 WHERE ""Overall"" < 590 AND ""Round"" = 3",2-16224770-4
What Nationality of the person who has a Rank of 4,"CREATE TABLE 2-12385343-6 (
  ""Rank"" TEXT,
  ""Lane"" TEXT,
  ""Name"" TEXT,
  ""Nationality"" TEXT,
  ""Time"" TEXT
);","SELECT ""Nationality"" FROM 2-12385343-6 WHERE ""Lane"" < 4 AND ""Rank"" = 4",2-12385343-6
What score to par won in 1998?,"CREATE TABLE 1-18862490-2 (
  ""Year"" TEXT,
  ""Player"" TEXT,
  ""Country"" TEXT,
  ""Score"" TEXT,
  ""To_Par"" TEXT,
  ""Margin"" TEXT,
  ""Earnings____"" TEXT
);","SELECT ""To_Par"" FROM 1-18862490-2 WHERE ""Year"" = 1998",1-18862490-2
What is the name of the column points against?,"CREATE TABLE 1-13564637-4 (
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Won"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Points_for"" TEXT,
  ""Points_against"" TEXT,
  ""Tries_for"" TEXT,
  ""Tries_against"" TEXT,
  ""Try_bonus"" TEXT,
  ""Losing_bonus"" TEXT,
  ""Points"" TEXT
);","SELECT ""Points_against"" FROM 1-13564637-4 WHERE ""Points"" = ""Points""",1-13564637-4
What is the highest amount of extra points someone got when they scored 28 points but had 0 field goals?,"CREATE TABLE 2-14342592-9 (
  ""Player"" TEXT,
  ""Touchdowns"" TEXT,
  ""Extra_points"" TEXT,
  ""Field_goals"" TEXT,
  ""Points"" TEXT
);","SELECT MAX(""Extra_points"") FROM 2-14342592-9 WHERE ""Points"" = 28 AND ""Field_goals"" < 0",2-14342592-9
What was the height of representative #1?,"CREATE TABLE 1-28062822-3 (
  ""Represent"" TEXT,
  ""Contestant"" TEXT,
  ""Age"" TEXT,
  ""Height"" TEXT,
  ""Hometown"" TEXT,
  ""Sponsor"" TEXT
);","SELECT ""Height"" FROM 1-28062822-3 WHERE ""Represent"" = 1",1-28062822-3
How many product # have episode 1?,"CREATE TABLE 1-2289806-1 (
  ""Episode__"" TEXT,
  ""Prod__"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Originalairdate"" TEXT
);","SELECT MAX(""Prod__"") FROM 1-2289806-1 WHERE ""Episode__"" = 1",1-2289806-1
what is the most time where exhibitions is 1701,"CREATE TABLE 1-27685921-1 (
  ""Year"" TEXT,
  ""Exhibitors__domestic_"" TEXT,
  ""Exhibitors__foreign_"" TEXT,
  ""Exhibitors__total_"" TEXT,
  ""Visitors__total_"" TEXT,
  ""Visitors__foreign_in___"" TEXT
);","SELECT MAX(""Year"") FROM 1-27685921-1 WHERE ""Exhibitors__total_"" = 1701",1-27685921-1
Which Body Length/mm has a Lead Pitch/mm smaller than 0.5?,"CREATE TABLE 2-1872794-1 (
  ""Part_Number"" TEXT,
  ""Pins"" TEXT,
  ""Body_Width_mm"" TEXT,
  ""Body_Length_mm"" TEXT,
  ""Lead_Pitch_mm"" TEXT
);","SELECT AVG(""Body_Length_mm"") FROM 2-1872794-1 WHERE ""Lead_Pitch_mm"" < 0.5",2-1872794-1
How many League Goals have League Cup Goals smaller than 0?,"CREATE TABLE 2-18916457-1 (
  ""Name"" TEXT,
  ""Position"" TEXT,
  ""League_Apps"" TEXT,
  ""League_Goals"" TEXT,
  ""FA_Cup_Apps"" TEXT,
  ""FA_Cup_Goals"" TEXT,
  ""League_Cup_Apps"" TEXT,
  ""League_Cup_Goals"" TEXT,
  ""Total_Apps"" TEXT,
  ""Total_Goals"" TEXT
);","SELECT SUM(""League_Goals"") FROM 2-18916457-1 WHERE ""League_Cup_Goals"" < 0",2-18916457-1
Which Geelong DFL has 8 losses and more than 4 wins?,"CREATE TABLE 2-17982197-4 (
  ""Geelong_DFL"" TEXT,
  ""Wins"" TEXT,
  ""Byes"" TEXT,
  ""Losses"" TEXT,
  ""Draws"" TEXT,
  ""Against"" TEXT
);","SELECT ""Geelong_DFL"" FROM 2-17982197-4 WHERE ""Wins"" > 4 AND ""Losses"" = 8",2-17982197-4
"What is the average Gold, when Total is 2, when Silver is less than 1, and when Rank is greater than 5?","CREATE TABLE 2-16574447-6 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT AVG(""Gold"") FROM 2-16574447-6 WHERE ""Total"" = 2 AND ""Silver"" < 1 AND ""Rank"" > 5",2-16574447-6
"What is the yield, neutrons per fission of the group with decay constants less than 0.301, a half-life of 22.72, and a group number larger than 2?","CREATE TABLE 2-1221457-1 (
  ""Group"" TEXT,
  ""Half_Life__s_"" TEXT,
  ""Decay_Constant__s__1__"" TEXT,
  ""Yield__Neutrons_per_Fission"" TEXT,
  ""Fraction"" TEXT
);","SELECT SUM(""Yield__Neutrons_per_Fission"") FROM 2-1221457-1 WHERE ""Decay_Constant__s__1__"" < 0.301 AND ""Half_Life__s_"" = 22.72 AND ""Group"" > 2",2-1221457-1
Wins of 0 involves what team?,"CREATE TABLE 2-14891113-4 (
  ""Year"" TEXT,
  ""Class"" TEXT,
  ""Team"" TEXT,
  ""Machine"" TEXT,
  ""Points"" TEXT,
  ""Rank"" TEXT,
  ""Wins"" TEXT
);","SELECT ""Team"" FROM 2-14891113-4 WHERE ""Wins"" = 0",2-14891113-4
What is the highest earnings of a player with more than 19 wins?,"CREATE TABLE 2-14611466-4 (
  ""Rank"" TEXT,
  ""Player"" TEXT,
  ""Country"" TEXT,
  ""Earnings______"" TEXT,
  ""Wins"" TEXT
);","SELECT MAX(""Earnings______"") FROM 2-14611466-4 WHERE ""Wins"" > 19",2-14611466-4
How many ranks have a rebound average smaller than 6.1?,"CREATE TABLE 2-10566391-8 (
  ""Rank"" TEXT,
  ""Player"" TEXT,
  ""Years"" TEXT,
  ""Games"" TEXT,
  ""Reb__Avg_"" TEXT,
  ""Total_Rebounds"" TEXT
);","SELECT COUNT(""Rank"") FROM 2-10566391-8 WHERE ""Reb__Avg_"" < 6.1",2-10566391-8
What is the number of 2002 populations having a 2011 population of exactly 5399?,"CREATE TABLE 1-2562572-2 (
  ""Urban_settlement"" TEXT,
  ""Cyrillic_Name"" TEXT,
  ""City___municipality"" TEXT,
  ""District"" TEXT,
  ""Population__1991_"" TEXT,
  ""Population__2002_"" TEXT,
  ""Population__2011_"" TEXT
);","SELECT COUNT(""Population__2002_"") FROM 1-2562572-2 WHERE ""Population__2011_"" = 5399",1-2562572-2
Name the driver/passenger for 6 position,"CREATE TABLE 1-16729457-16 (
  ""Position"" TEXT,
  ""Driver___Passenger"" TEXT,
  ""Equipment"" TEXT,
  ""Bike_No"" TEXT,
  ""Points"" TEXT
);","SELECT ""Driver___Passenger"" FROM 1-16729457-16 WHERE ""Position"" = 6",1-16729457-16
Who was skip for the country whose points for (PF) was 73?,"CREATE TABLE 1-1644857-2 (
  ""Country"" TEXT,
  ""Skip"" TEXT,
  ""W"" TEXT,
  ""L"" TEXT,
  ""PF"" TEXT,
  ""PA"" TEXT,
  ""Ends_Won"" TEXT,
  ""Ends_Lost"" TEXT,
  ""Blank_Ends"" TEXT,
  ""Stolen_Ends"" TEXT,
  ""Shot__"" TEXT
);","SELECT ""Skip"" FROM 1-1644857-2 WHERE ""PF"" = 73",1-1644857-2
"Which Greater Doubles have Doubles, II Class smaller than 17?","CREATE TABLE 2-18799425-1 (
  ""Date"" TEXT,
  ""Doubles__I_Class"" TEXT,
  ""Doubles__II_Class"" TEXT,
  ""Greater_Doubles"" TEXT,
  ""Doubles"" TEXT,
  ""Semidoubles"" TEXT,
  ""Total"" TEXT
);","SELECT AVG(""Greater_Doubles"") FROM 2-18799425-1 WHERE ""Doubles__II_Class"" < 17",2-18799425-1
Name the race time for 2002,"CREATE TABLE 1-2139390-2 (
  ""Year"" TEXT,
  ""Date"" TEXT,
  ""Driver"" TEXT,
  ""Team"" TEXT,
  ""Manufacturer"" TEXT,
  ""Laps"" TEXT,
  ""Miles__km_"" TEXT,
  ""Race_Time"" TEXT,
  ""Average_Speed__mph_"" TEXT,
  ""Report"" TEXT
);","SELECT ""Race_Time"" FROM 1-2139390-2 WHERE ""Year"" = 2002",1-2139390-2
Name the build date for total produced of 146,"CREATE TABLE 2-1257252-1 (
  ""Model"" TEXT,
  ""Specification"" TEXT,
  ""Build_date"" TEXT,
  ""Total_produced"" TEXT,
  ""Wheel_arrangement"" TEXT,
  ""Prime_mover"" TEXT,
  ""Power_output"" TEXT
);","SELECT ""Build_date"" FROM 2-1257252-1 WHERE ""Total_produced"" = 146",2-1257252-1
What is the school/club team of the player with a pick larger than 83?,"CREATE TABLE 2-13813282-1 (
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Player"" TEXT,
  ""Nationality"" TEXT,
  ""School_Club_Team"" TEXT
);","SELECT ""School_Club_Team"" FROM 2-13813282-1 WHERE ""Pick"" > 83",2-13813282-1
"What is the lowest wins entry that has a goal difference less than 33, position higher than 13, and 42 goals?","CREATE TABLE 2-17724929-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT MIN(""Wins"") FROM 2-17724929-2 WHERE ""Goal_Difference"" < 33 AND ""Position"" < 13 AND ""Goals_for"" = 42",2-17724929-2
in how many dates the game was 2,"CREATE TABLE 1-30049462-3 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Team"" TEXT,
  ""Score"" TEXT,
  ""High_points"" TEXT,
  ""High_rebounds"" TEXT,
  ""High_assists"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT COUNT(""Date"") FROM 1-30049462-3 WHERE ""Game"" = 2",1-30049462-3
Which lane did the swimmer who had a Reaction time of 0.185 and a time of 20.9 swim in?,"CREATE TABLE 2-18569011-5 (
  ""Rank"" TEXT,
  ""Lane"" TEXT,
  ""Athlete"" TEXT,
  ""Nationality"" TEXT,
  ""Time"" TEXT,
  ""React"" TEXT
);","SELECT SUM(""Lane"") FROM 2-18569011-5 WHERE ""React"" = 0.185 AND ""Time"" < 20.9",2-18569011-5
What is the number of contestants who are aged exactly 18?,"CREATE TABLE 1-25461827-2 (
  ""Country"" TEXT,
  ""Contestant"" TEXT,
  ""Age"" TEXT,
  ""Height__cm_"" TEXT,
  ""Height__ft_"" TEXT,
  ""Hometown"" TEXT
);","SELECT COUNT(""Contestant"") FROM 1-25461827-2 WHERE ""Age"" = 18",1-25461827-2
What player has 3 wins and ranks above 3rd?,"CREATE TABLE 2-11622562-3 (
  ""Rank"" TEXT,
  ""Player"" TEXT,
  ""Country"" TEXT,
  ""Earnings______"" TEXT,
  ""Events"" TEXT,
  ""Wins"" TEXT
);","SELECT ""Player"" FROM 2-11622562-3 WHERE ""Wins"" = 3 AND ""Rank"" > 3",2-11622562-3
What is the average pick after Round 2?,"CREATE TABLE 2-10957305-2 (
  ""Draft"" TEXT,
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Nationality"" TEXT,
  ""Position"" TEXT,
  ""School_Club_Team"" TEXT
);","SELECT AVG(""Pick"") FROM 2-10957305-2 WHERE ""Round"" > 2",2-10957305-2
What is the last year that someone is first elected?,"CREATE TABLE 1-1342359-2 (
  ""District"" TEXT,
  ""Incumbent"" TEXT,
  ""Party"" TEXT,
  ""First_elected"" TEXT,
  ""Result"" TEXT,
  ""Candidates"" TEXT
);","SELECT MAX(""First_elected"") FROM 1-1342359-2",1-1342359-2
What is the largest number of yest votes for the measure with 61307 no votes?,"CREATE TABLE 1-256286-19 (
  ""meas__num"" TEXT,
  ""passed"" TEXT,
  ""YES_votes"" TEXT,
  ""NO_votes"" TEXT,
  ""__YES"" TEXT,
  ""Const__Amd__"" TEXT,
  ""type"" TEXT,
  ""description"" TEXT
);","SELECT MAX(""YES_votes"") FROM 1-256286-19 WHERE ""NO_votes"" = 61307",1-256286-19
What is the total number of losses for teams with less than 5 ties and more than 330 goals for?,"CREATE TABLE 2-15412194-1 (
  ""Season"" TEXT,
  ""League"" TEXT,
  ""Games"" TEXT,
  ""Lost"" TEXT,
  ""Tied"" TEXT,
  ""Points"" TEXT,
  ""Winning__"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Standing"" TEXT
);","SELECT COUNT(""Lost"") FROM 2-15412194-1 WHERE ""Tied"" < 5 AND ""Goals_for"" > 330",2-15412194-1
How many different numbers of people in the US who'd seen the episode with a season number 8 are there?,"CREATE TABLE 1-19925114-1 (
  ""No__in_series"" TEXT,
  ""No__in_season"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Original_air_date"" TEXT,
  ""Production_code"" TEXT,
  ""U_S__viewers__millions_"" TEXT
);","SELECT COUNT(""U_S__viewers__millions_"") FROM 1-19925114-1 WHERE ""No__in_season"" = 8",1-19925114-1
What is the lowest number of league cups associated with 0 FA cups?,"CREATE TABLE 2-12808457-2 (
  ""Name"" TEXT,
  ""Championship"" TEXT,
  ""League_Cup"" TEXT,
  ""FA_Cup"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""League_Cup"") FROM 2-12808457-2 WHERE ""FA_Cup"" < 0",2-12808457-2
